sru_braziers_fire_temp.troy 643.67 236.791 5744.09 -2147483648 0 0 0 
SRU_wolfden_blueside_glow_01.troy 3959.45 211.193 6546.31 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 3443.58 55.6262 5983.84 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 4389.67 54.1843 6283.7 -2147483648 0 0 0 
sru_wjungle_blueglows_01.troy 2621.19 176.456 10640.5 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 3049.64 54.8932 6930.72 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 3071.41 57.1992 7520.13 -2147483648 0 0 0 
SRU_forest_polen_needles_01.troy 4299.25 -8.30113 6586.34 -2147483648 0 0 0 
SRU_fog_groundcover_01.troy 4279.41 349.834 6368.67 -2147483648 0 0 0 
SRU_godray_mid_01.troy -61.7515 493.139 6260.12 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 3800.67 55.6418 5796.79 -2147483648 0 0 0 
SRU_wolfden_blueside_windgrass_01.troy 4772.54 54.0243 6896.74 -2147483648 0 0 0 
sru_wolfden_blueside_windgrass_01.troy 10685.2 49.8354 1603.78 -2147483648 0 858817 858817 
sru_braziers_fire_temp.troy 3492.86 391.988 4510.87 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 4733.73 375.8 3032.29 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 2450.55 359.382 4867.17 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 4889.57 378.96 1934.54 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 6519.52 235.071 1813.74 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 8538.51 251.355 1809.59 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 4860.52 364.776 2504.53 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 7364.72 188.334 8224.39 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 12371.8 317.816 10080.2 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 721.652 237.808 11389.8 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 6438.45 201.777 7463.88 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 7530.81 206.512 6431.51 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 1377.65 244.196 13097.3 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 8451.23 172.676 7267.3 -2147483648 0 0 0 
sru_braziers_fire_temp.troy 12981.6 228.266 9199.8 -2147483648 0 0 0 
sru_eastjungle_magicmotes_01.troy 12773.1 122.111 6580.38 -2147483648 0 0 0 
sru_eastjungle_magicmotes_01.troy 12859.1 77.7424 6180.93 -2147483648 0 0 0 
sru_eastjungle_glowrocks_nexttowolves_03.troy 10788.9 52.4543 9220.29 -2147483648 0 0 0 
sru_eastjungle_glowrocks_nexttowolves_01.troy 11011.1 26.3763 9223.69 -2147483648 0 0 0 
sru_eastjungle_glowrocks_nexttowolves_02.troy 10942.5 36.5684 9223.6 -2147483648 0 0 0 
sru_njungle_leaves.troy 5894.7 215.859 11740.7 -2147483648 0 0 0 
sru_njungle_leaves.troy 6742.64 205.014 11783 -2147483648 0 0 0 
sru_njungle_wisps.troy 7000.62 304.805 12066.4 -2147483648 0 0 0 
sru_njungle_wisps.troy 8440.13 357.608 10775.1 -2147483648 0 0 0 
sru_njungle_wisps.troy 5471.07 214.344 11924.7 -2147483648 0 0 0 
sru_njungle_wisps.troy 9277.09 308.711 10368.2 -2147483648 0 0 0 
sru_njungle_godrays.troy 6052.62 56.5481 11195.4 -2147483648 0 0 0 
sru_njungle_wisps.troy 6577.76 400.666 10390.9 -2147483648 0 0 0 
sru_eastjungle_glowrocks_wolfrock_01.troy 12694.1 2.07212 8379.49 -2147483648 0 0 0 
sru_eastjungle_glowrocks_southofbluebuff_01.troy 11653.3 2.44104 6259.59 -2147483648 0 0 0 
sru_eastjungle_glowrocks_southofwolf_01.troy 12705.6 8.9463 7643.23 -2147483648 0 0 0 
sru_raindrops_02.troy 12334.3 52.326 8215.36 -2147483648 0 0 0 
sru_eastjungle_magicmotes_01.troy 10859.7 171.054 9200.53 -2147483648 0 0 0 
sru_eastjungle_magicmotes_01.troy 12647.8 276.215 8377.56 -2147483648 0 0 0 
sru_eastjungle_magicmotes_01.troy 12598.8 51.6451 7678.57 -2147483648 0 0 0 
sru_njungle_leaves.troy 7978 112.121 12368.6 -2147483648 0 4 4 
sru_njungle_leaves.troy 9155.34 440.111 12288.9 -2147483648 0 4 4 
sru_njungle_leaves.troy 9050.47 99.5472 10106.8 -2147483648 0 4 4 
sru_njungle_leaves.troy 6483.25 107.63 10165.4 -2147483648 0 4 4 
sru_njungle_leaves.troy 3943.59 145.548 11686.9 -2147483648 0 4 4 
sru_njungle_leaves.troy 4365.65 137.387 12770.5 -2147483648 0 4 4 
sru_njungle_leaves.troy 9522.96 354.301 10509 -2147483648 0 4 4 
sru_eastjungle_treemist_swirl_01.troy 12769 -51.4439 8193.16 -2147483648 0 0 0 
sru_eastjungle_treemist_swirl_01.troy 9513.38 -6.8244 7879.94 -2147483648 0 0 0 
sru_eastjungle_treemist_swirl_01.troy 10691.1 -19.8805 6134.79 -2147483648 0 0 0 
sru_njungle_godrays.troy 4458.46 56.4767 11982.8 -2147483648 0 0 0 
sru_njungle_godrays.troy 7943.91 52.0641 9656.46 -2147483648 0 0 0 
